From	Entry	Reviewed
NP_005243.1	P01100	reviewed
NP_005243.1	Q6FG41	unreviewed
NP_068712.1	P28472	reviewed
NP_068712.1	B2RCW8	unreviewed
NP_068712.1	X5DQY4	unreviewed
NP_055199.1	Q9UKU7	reviewed
NP_060372.2	Q9NWT6	reviewed
NP_004156.1	P55042	reviewed
NP_004156.1	A0A024R6X0	unreviewed
NP_008962.1	O75031	reviewed
NP_008962.1	Q6IAT7	unreviewed
NP_055927.2	Q6P0Q8	reviewed
NP_057662.3	Q96T23	reviewed
NP_057662.3	Q05DG0	unreviewed
NP_000176.2	P05546	reviewed
NP_000176.2	Q8IVC0	unreviewed
NP_005040.2	Q15269	reviewed
NP_000143.2	P10253	reviewed
NP_003028.1	Q13291	reviewed
NP_005063.1	Q9UP95	reviewed
NP_004208.2	Q96GD4	reviewed
NP_004623.1	P51398	reviewed
NP_009210.1	P26368	reviewed
NP_059447.2	Q14764	reviewed
NP_059447.2	X5D2M8	unreviewed
NP_079088.1	Q8WXS3	reviewed
NP_006092.1	O14777	reviewed
NP_006092.1	A8K031	unreviewed
NP_000030.1	P02647	reviewed
NP_000030.1	A0A024R3E3	unreviewed
NP_001001788.2	Q6H3X3	reviewed
NP_006079.1	P68371	reviewed
NP_068375.3	Q9H270	reviewed
NP_068375.3	A0A087WXL6	unreviewed
NP_068375.3	B7Z879	unreviewed
NP_899236.1	Q03001	reviewed
NP_899236.1	E9PHM6	unreviewed
NP_899236.1	Q6P0N6	unreviewed
NP_006390.1	Q16520	reviewed
NP_055423.1	Q7L576	reviewed
NP_003404.1	O60481	reviewed
NP_004029.2	P0DTE7	reviewed
NP_004029.2	P0DTE8	reviewed
NP_004029.2	P0DUB6	reviewed
NP_004029.2	Q6NSB3	unreviewed
NP_000612.1	P28223	reviewed
NP_060534.1	Q53H80	reviewed
NP_060534.1	Q9NW35	unreviewed
NP_000320.1	Q16518	reviewed
NP_061132.2	Q9NRI5	reviewed
NP_071344.1	Q9NRX2	reviewed
NP_000515.2	P08908	reviewed
NP_000515.2	A8K5W4	unreviewed
NP_000515.2	Q5ZGX3	unreviewed
NP_602304.1	P48380	reviewed
NP_000821.1	P39086	reviewed
NP_982301.1	Q9H237	reviewed
NP_001335.1	P61803	reviewed
NP_001335.1	Q53G02	unreviewed
NP_056496.1	Q9UPM9	reviewed
NP_056496.1	B4DEW0	unreviewed
NP_066972.1	Q14019	reviewed
NP_066972.1	A0A384MTY2	unreviewed
NP_003216.1	P04155	reviewed
NP_003509.1	P62807	reviewed
NP_003509.1	B2R4S9	unreviewed
NP_067003.2	Q8TE85	reviewed
NP_003080.2	P08621	reviewed
NP_003080.2	A0A024QZD5	unreviewed
NP_872296.1	Q86WZ6	reviewed
NP_872296.1	Q658S5	unreviewed
NP_067011.1	Q86VK4	reviewed
NP_067011.1	A0A024R691	unreviewed
NP_067011.1	Q53FM1	unreviewed
NP_001316.1	P33240	reviewed
NP_000324.1	O15265	reviewed
NP_000324.1	Q9UPD8	unreviewed
NP_036549.2	Q9UKF7	reviewed
NP_002168.1	P05000	reviewed
NP_002168.1	A0A7R8GUW6	unreviewed
NP_005133.2	P27352	reviewed
NP_005615.2	O15444	reviewed
NP_060003.2	Q9Y623	reviewed
NP_056453.1	Q8TEL6	reviewed
NP_060355.1	Q9NWW0	reviewed
NP_001897.4	P17538	reviewed
NP_060080.6	Q6ZNA4	reviewed
NP_060080.6	A0A024R5T5	unreviewed
NP_775107.1	Q8IWR1	reviewed
NP_631905.1	Q8N0Z2	reviewed
NP_001344.2	Q04828	reviewed
NP_055494.2	Q86XR8	reviewed
NP_000085.1	Q02388	reviewed
NP_000085.1	Q59F16	unreviewed
NP_005310.1	P16403	reviewed
NP_003553.2	Q02978	reviewed
NP_003553.2	Q6IBH0	unreviewed
NP_075050.3	Q9H981	reviewed
NP_003055.1	P03973	reviewed
NP_001035049.1	Q2Y0W8	reviewed
NP_001073887.1	O95886	reviewed
NP_004532.1	O15239	reviewed
NP_004532.1	Q6IBB5	unreviewed
NP_009152.2	Q6P1K2	reviewed
NP_055086.1	Q9NZN1	reviewed
NP_055086.1	X5DNQ7	unreviewed
NP_005215.1	Q99856	reviewed
NP_060529.4	Q96JH8	reviewed
NP_631901.2	Q96C03	reviewed
NP_055040.2	P30153	reviewed
NP_055040.2	A8K7B7	unreviewed
NP_000578.2	P10643	reviewed
NP_000578.2	Q05CI3	unreviewed
NP_002442.2	Q13126	reviewed
NP_002442.2	A0A384ME80	unreviewed
NP_001007227.1	O43791	reviewed
NP_037433.2	Q9BWC9	reviewed
NP_002339.2	Q9HBG7	reviewed
NP_003585.3	Q9UNY4	reviewed
NP_006535.1	O00471	reviewed
NP_001844.3	Q14050	reviewed
NP_065744.2	Q8TD84	reviewed
NP_065744.2	A0A384DVL8	unreviewed
NP_057057.2	P22466	reviewed
NP_001865.1	P14384	reviewed
NP_000175.1	P69892	reviewed
NP_000175.1	D9YZU9	unreviewed
NP_001773.1	P21854	reviewed
NP_001773.1	Q5TLG3	unreviewed
NP_055415.1	Q9NZN3	reviewed
NP_004981.2	P56192	reviewed
NP_002036.1	P17677	reviewed
NP_002036.1	Q5U058	unreviewed
NP_001092872.1	O75909	reviewed
NP_001092872.1	A0A024R6K1	unreviewed
NP_065723.1	Q9HCY8	reviewed
NP_001441.4	Q14192	reviewed
NP_001441.4	Q6I9R8	unreviewed
NP_066305.2	O43711	reviewed
NP_054874.3	Q8NCP5	reviewed
NP_002086.1	P29084	reviewed
NP_001781.2	P30307	reviewed
NP_005978.2	P35321	reviewed
NP_203124.1	P55210	reviewed
NP_005301.2	Q14451	reviewed
NP_005301.2	A0A0S2Z4F6	unreviewed
NP_066964.1	P13010	reviewed
NP_055761.2	Q9UBP0	reviewed
NP_055761.2	E5KRP5	unreviewed
NP_536737.3	Q9H190	reviewed
NP_057021.2	Q969N2	reviewed
NP_002160.1	P01569	reviewed
NP_002160.1	A0A7R8C382	unreviewed
NP_000177.2	P08603	reviewed
NP_000177.2	A0A024R962	unreviewed
NP_000055.2	P01024	reviewed
NP_000055.2	B4DR57	unreviewed
NP_000055.2	V9HWA9	unreviewed
NP_002176.2	P16871	reviewed
NP_057513.1	Q9P299	reviewed
NP_005941.1	P13640	reviewed
NP_002306.1	P25800	reviewed
NP_004098.1	P55899	reviewed
NP_004098.1	A0A024QZI2	unreviewed
NP_003944.1	O95297	reviewed
NP_003944.1	A8K5D4	unreviewed
NP_003159.1	P63272	reviewed
NP_150601.1	Q96A56	reviewed
NP_150601.1	A0A024R9C8	unreviewed
NP_000136.2	P23945	reviewed
NP_000136.2	A0A1D5RMN4	unreviewed
NP_115689.1	Q8NC60	reviewed
NP_065391.1	P13725	reviewed
NP_006566.2	Q9Y4K4	reviewed
NP_006566.2	A0A804HIS2	unreviewed
NP_006566.2	B3KWC4	unreviewed
NP_004433.2	P29323	reviewed
NP_004433.2	Q6NVW1	unreviewed
NP_004645.2	O00507	reviewed
NP_002849.1	P28288	reviewed
NP_002931.2	P61221	reviewed
NP_612461.1	Q96LJ7	reviewed
NP_004373.2	P34998	reviewed
NP_060612.2	Q9NVR2	reviewed
NP_115824.1	Q96EK7	reviewed
NP_115824.1	B4DSS4	unreviewed
NP_003360.2	Q9P2Y5	reviewed
NP_060580.2	Q8TEW6	reviewed
NP_060580.2	A0A024R6S2	unreviewed
NP_009038.1	Q9UNL2	reviewed
NP_004530.1	O43776	reviewed
NP_000580.1	P05112	reviewed
NP_000580.1	D4HNR6	unreviewed
NP_008982.1	Q9UNN5	reviewed
NP_004039.1	P61769	reviewed
NP_848696.1	Q8TCT9	reviewed
NP_006708.2	Q9Y657	reviewed
NP_006708.2	A0A024R297	unreviewed
NP_004063.1	Q99788	reviewed
NP_060857.2	Q96SI9	reviewed
NP_060857.2	V9HWK4	unreviewed
NP_542408.1	Q96FJ2	reviewed
NP_056292.1	Q96ST3	reviewed
NP_000182.2	P35914	reviewed
NP_074036.1	Q13951	reviewed
NP_054753.1	Q9Y294	reviewed
NP_055277.1	O15116	reviewed
NP_055277.1	A0A0S2Z590	unreviewed
NP_068762.1	Q9H8U3	reviewed
NP_068762.1	A0A024RD12	unreviewed
NP_689738.3	Q53TS8	reviewed
NP_689738.3	A0A140VJE2	unreviewed
NP_659497.1	Q96BD8	reviewed
NP_659497.1	A0A024R294	unreviewed
NP_004040.1	Q16548	reviewed
NP_005178.4	O75081	reviewed
NP_000911.2	P11498	reviewed
NP_000911.2	A0A024R5C5	unreviewed
NP_003900.1	O75131	reviewed
NP_003900.1	A0A024R994	unreviewed
NP_003272.3	P19237	reviewed
NP_000657.1	Q03154	reviewed
NP_000657.1	V9HWA0	unreviewed
NP_002193.2	P61371	reviewed
NP_852478.1	P56199	reviewed
NP_062873.1	P34969	reviewed
NP_000528.1	P00797	reviewed
NP_001026887.1	Q96HD1	reviewed
NP_005724.1	O95235	reviewed
NP_003899.2	P20042	reviewed
NP_003899.2	Q6IBR8	unreviewed
NP_057417.3	Q9UQ35	reviewed
NP_057417.3	A0A140VK53	unreviewed
NP_003134.1	Q04837	reviewed
NP_003134.1	A4D1U3	unreviewed
NP_001611.1	Q09666	reviewed
NP_001611.1	B4DTV0	unreviewed
NP_002435.1	P26038	reviewed
NP_002435.1	V9HWC0	unreviewed
NP_689936.1	Q8N998	reviewed
NP_001036068.1	P29375	reviewed
NP_064502.9	Q9P2J5	reviewed
NP_060343.1	Q9NWX5	reviewed
NP_005184.1	O14627	reviewed
NP_001950.1	P24534	reviewed
NP_001950.1	A0A024R3W7	unreviewed
NP_055185.2	Q9UPE1	reviewed
NP_005888.1	Q9Y573	reviewed
NP_003131.1	Q05066	reviewed
NP_003131.1	A7WPU8	unreviewed
NP_009042.1	Q14186	reviewed
NP_009042.1	A0A024RDY4	unreviewed
NP_006023.1	O95741	reviewed
NP_054890.1	Q9P021	reviewed
NP_612449.2	Q6EMK4	reviewed
NP_003820.2	O75970	reviewed
NP_006592.3	Q15185	reviewed
NP_006592.3	A0A024RB32	unreviewed
NP_000891.2	P08493	reviewed
NP_000891.2	A0A024RAX0	unreviewed
NP_037468.1	P61619	reviewed
NP_037468.1	B3KME8	unreviewed
NP_037468.1	B3KNF6	unreviewed
NP_000379.2	P41180	reviewed
NP_002444.2	P46199	reviewed
NP_002444.2	Q6P1N2	unreviewed
NP_877428.1	Q7L590	reviewed
NP_009033.1	Q16661	reviewed
NP_758869.1	P15529	reviewed
NP_036529.1	Q9UIV8	reviewed
NP_006635.2	Q92598	reviewed
NP_006635.2	A0A024RDS1	unreviewed
NP_000382.3	O14773	reviewed
NP_057374.3	Q96RL1	reviewed
NP_057374.3	A0A024R7R0	unreviewed
NP_057286.1	Q9UK33	reviewed
NP_660339.1	Q8NFZ8	reviewed
NP_056352.3	Q6X4W1	reviewed
NP_003352.2	P07911	reviewed
NP_001004419.1	Q9UHP7	reviewed
NP_001020128.1	G5E9I4	unreviewed
NP_060263.2	Q9BUL9	reviewed
NP_057632.2	Q8NBJ4	reviewed
NP_057632.2	B3KNK9	unreviewed
NP_060469.4	Q96EP0	reviewed
NP_149990.1	Q9BS34	reviewed
NP_005491.1	Q9UBE0	reviewed
NP_005491.1	A0A024R0R4	unreviewed
NP_115500.1	Q9H0R4	reviewed
NP_115500.1	V9HW73	unreviewed
NP_057576.2	Q9HD47	reviewed
NP_002334.2	P02788	reviewed
NP_002334.2	V9HWI4	unreviewed
NP_003932.3	O00401	reviewed
NP_057441.1	Q9UHB6	reviewed
NP_036473.2	Q9BZE4	reviewed
NP_036473.2	D2CFK9	unreviewed
NP_003318.1	P43489	reviewed
NP_003939.1	Q92772	reviewed
NP_003939.1	A0A140VJG1	unreviewed
NP_003939.1	B4DH08	unreviewed
NP_006347.1	O75947	reviewed
NP_006347.1	A0PJH2	unreviewed
NP_002620.1	P18669	reviewed
NP_002620.1	Q6FHU2	unreviewed
NP_004947.2	P50549	reviewed
NP_067652.1	Q9HC44	reviewed
NP_150091.2	O75475	reviewed
NP_079348.1	Q9H7Z7	reviewed
NP_079348.1	B3KPZ2	unreviewed
NP_057404.2	P52948	reviewed
NP_003115.1	P35270	reviewed
NP_004997.4	P28331	reviewed
NP_004997.4	E5KRK5	unreviewed
NP_072049.2	P79483	reviewed
NP_072049.2	A0A4D6G1L1	unreviewed
NP_112576.1	Q9H299	reviewed
NP_061881.2	Q9NQG6	reviewed
NP_061881.2	A0A024R1L3	unreviewed
NP_002002.3	P22455	reviewed
NP_620587.2	Q8TDQ1	reviewed
NP_005977.2	O00570	reviewed
NP_001025178.1	O43747	reviewed
NP_001025178.1	A0A140VJE7	unreviewed
NP_001025178.1	Q8IY97	unreviewed
NP_055949.2	Q6WCQ1	reviewed
NP_055949.2	Q8N236	unreviewed
NP_000909.2	P07237	reviewed
NP_000909.2	A0A024R8S5	unreviewed
NP_004806.3	Q52LW3	reviewed
NP_150281.1	Q96A00	reviewed
NP_006600.3	Q9Y2U5	reviewed
NP_006600.3	A0A024RAH0	unreviewed
NP_940682.2	P46934	reviewed
NP_057227.2	Q9UNZ2	reviewed
NP_057227.2	Q53FE8	unreviewed
NP_001233.1	P26842	reviewed
NP_291028.3	Q96S44	reviewed
NP_003818.2	P54920	reviewed
NP_003818.2	A0A024R0R9	unreviewed
NP_003602.1	O75665	reviewed
NP_003602.1	E9KL37	unreviewed
NP_079224.1	Q9H8M7	reviewed
NP_006269.1	Q11206	reviewed
NP_006269.1	Q6IBE6	unreviewed
NP_005431.1	P52198	reviewed
NP_005774.2	O14530	reviewed
NP_001084.3	O00763	reviewed
NP_057023.2	Q9UJA5	reviewed
NP_000374.1	O43918	reviewed
NP_004107.1	P68106	reviewed
NP_004358.2	P51684	reviewed
NP_078827.2	Q86V24	reviewed
NP_001008712.1	Q93062	reviewed
NP_000122.1	P08709	reviewed
NP_004796.1	O15514	reviewed
NP_009121.1	Q9Y6Y8	reviewed
NP_055417.1	Q99570	reviewed
NP_000741.1	P30926	reviewed
NP_005426.2	Q12774	reviewed
NP_006214.2	Q9Y237	reviewed
NP_002015.1	Q06787	reviewed
NP_002831.2	P10586	reviewed
NP_002831.2	G1UI20	unreviewed
NP_066950.1	Q13794	reviewed
NP_066950.1	A0A0S2Z490	unreviewed
NP_005960.1	Q99733	reviewed
NP_005960.1	A0A024RCC9	unreviewed
NP_775898.2	Q8N8Q3	reviewed
NP_055288.1	Q9UNQ2	reviewed
NP_055288.1	A8K9K8	unreviewed
NP_003556.1	O75385	reviewed
NP_005622.1	Q99835	reviewed
NP_071428.2	Q9BS16	reviewed
NP_005229.1	P14921	reviewed
NP_005229.1	B4DW78	unreviewed
NP_063937.2	P49840	reviewed
NP_063937.2	A0A024R0L5	unreviewed
NP_689889.1	Q8NCQ5	reviewed
NP_689889.1	A0A024R389	unreviewed
NP_000309.1	P28328	reviewed
NP_036238.1	Q9Y2Y0	reviewed
NP_036238.1	A0A024R6U9	unreviewed
NP_004409.1	Q05923	reviewed
NP_783640.1	O95931	reviewed
NP_783640.1	A0A024R1Q2	unreviewed
NP_001650.1	P61204	reviewed
NP_001650.1	A0A024R0Y6	unreviewed
NP_004266.2	Q9H944	reviewed
NP_005036.2	P78509	reviewed
NP_000577.2	P60568	reviewed
NP_000577.2	Q0GK43	unreviewed
NP_002724.1	P54619	reviewed
NP_002724.1	A0A024R125	unreviewed
NP_001024.1	P23921	reviewed
NP_005282.1	Q13304	reviewed
NP_002373.3	P61244	reviewed
NP_002373.3	Q8TAX8	unreviewed
NP_002410.1	Q16584	reviewed
NP_002410.1	A0A024R5E6	unreviewed
NP_665874.1	Q16873	reviewed
NP_000854.1	P28222	reviewed
NP_000854.1	A8K215	unreviewed
NP_000854.1	X5D7I5	unreviewed
NP_733783.1	Q9UBL9	reviewed
NP_733783.1	Q32MC3	unreviewed
NP_777377.1	Q9BUF7	reviewed
NP_005236.2	Q14517	reviewed
NP_000005.2	P01023	reviewed
NP_478679.1	P56706	reviewed
NP_036312.2	Q9NRD0	reviewed
NP_036312.2	A0A0S2Z5D1	unreviewed
NP_036312.2	Q8IXA8	unreviewed
NP_003054.1	O00631	reviewed
NP_003054.1	A0A158RFT9	unreviewed
NP_004168.1	Q13277	reviewed
NP_004168.1	Q53YE2	unreviewed
NP_000969.1	P62829	reviewed
NP_000969.1	A0A024R1Q8	unreviewed
NP_004821.2	Q9ULK4	reviewed
NP_003801.1	P50591	reviewed
NP_003801.1	Q6IBA9	unreviewed
NP_002478.1	Q99608	reviewed
NP_002478.1	X5D982	unreviewed
NP_006186.1	P40426	reviewed
NP_006186.1	Q96AL5	unreviewed
NP_002389.1	O00470	reviewed
NP_036257.1	P08912	reviewed
NP_036257.1	A0A024R9I2	unreviewed
NP_036257.1	Q8IVW0	unreviewed
NP_001841.2	P27658	reviewed
NP_002068.1	Q92805	reviewed
NP_002068.1	A0A024R869	unreviewed
NP_036354.1	Q9UIF7	reviewed
NP_036354.1	E5KP26	unreviewed
NP_057492.2	Q96SZ6	reviewed
NP_057492.2	A0A0S2Z5J9	unreviewed
NP_004439.2	P04626	reviewed
NP_004439.2	X5DNK3	unreviewed
NP_660333.2	Q8IWK6	reviewed
NP_004291.1	P24666	reviewed
NP_004291.1	Q59EH3	unreviewed
NP_055871.1	Q14684	reviewed
NP_000724.1	P07766	reviewed
NP_055602.1	O75061	reviewed
NP_003311.2	P50607	reviewed
NP_005150.1	P68032	reviewed
NP_005150.1	B3KPP5	unreviewed
NP_114434.3	Q96MU8	reviewed
NP_055944.2	Q14141	reviewed
NP_085153.1	Q9C0E8	reviewed
NP_001007241.2	P55259	reviewed
NP_001007241.2	B7Z1G2	unreviewed
NP_110428.2	Q96JG8	reviewed
NP_110428.2	A0A024R2A8	unreviewed
NP_001823.1	P04118	reviewed
NP_005949.1	P48039	reviewed
NP_057359.2	P62341	reviewed
NP_387504.2	Q9BZ76	reviewed
NP_005488.2	P36383	reviewed
NP_005488.2	A0A654IDC0	unreviewed
NP_997274.2	Q6ZS82	reviewed
NP_000710.5	Q13936	reviewed
NP_005689.2	O14828	reviewed
NP_004621.2	Q15637	reviewed
NP_004621.2	A0A024R572	unreviewed
NP_006149.2	P07196	reviewed
NP_004456.1	O15520	reviewed
NP_004456.1	A0A7U3JW18	unreviewed
NP_000297.1	P28069	reviewed
NP_056046.1	Q12769	reviewed
NP_000437.3	P27169	reviewed
NP_001914.3	Q16531	reviewed
NP_001398.2	Q9NYQ7	reviewed
NP_003124.1	P49458	reviewed
NP_000312.2	P06400	reviewed
NP_000312.2	A0A024RDV3	unreviewed
NP_112477.1	P51686	reviewed
NP_000997.1	P61247	reviewed
NP_031375.3	Q6ZW49	reviewed
NP_000052.1	Q06187	reviewed
NP_000052.1	Q5JY90	unreviewed
NP_054765.1	Q9Y676	reviewed
NP_054765.1	B0S7P4	unreviewed
NP_038466.2	Q9UMX0	reviewed
NP_006728.2	P43630	reviewed
NP_006728.2	A0A0U1WNF3	unreviewed
NP_006728.2	Q8NHK6	unreviewed
NP_004171.2	Q92844	reviewed
NP_002718.2	P10124	reviewed
NP_004963.1	O60674	reviewed
NP_004831.1	Q15052	reviewed
NP_004831.1	Q8N4Q3	unreviewed
NP_002603.1	Q16654	reviewed
NP_002603.1	A4D1H4	unreviewed
NP_006193.1	P27815	reviewed
NP_004967.1	P48547	reviewed
NP_004967.1	Q3KNS8	unreviewed
NP_000127.2	Q00597	reviewed
NP_000127.2	A0A024R9N2	unreviewed
NP_002023.2	P02794	reviewed
NP_002023.2	A0A024R525	unreviewed
NP_056345.3	Q9H8Y8	reviewed
NP_057302.1	Q9UBT6	reviewed
NP_057302.1	A0A024RAP4	unreviewed
NP_077722.1	P01213	reviewed
NP_149017.2	Q96RK4	reviewed
NP_149017.2	A0A0S2Z3A9	unreviewed
NP_851996.2	P13591	reviewed
NP_000364.1	P11172	reviewed
NP_000364.1	A8K5J1	unreviewed
NP_005042.1	P47897	reviewed
NP_005042.1	B7Z840	unreviewed
NP_009043.1	P49746	reviewed
NP_004647.1	Q92560	reviewed
NP_004647.1	A0A024R305	unreviewed
NP_277051.3	Q96J77	reviewed
NP_001779.3	Q16181	reviewed
NP_000465.1	Q15672	reviewed
NP_078881.3	A1A4S6	reviewed
NP_078881.3	A0A2X0SFB3	unreviewed
NP_008885.1	Q06730	reviewed
NP_003582.2	Q13617	reviewed
NP_003582.2	A0A140VKB1	unreviewed
NP_008971.2	Q9BUJ2	reviewed
NP_444512.2	O14796	reviewed
NP_542779.2	Q8WWR8	reviewed
NP_542779.2	Q3KR05	unreviewed
NP_006539.3	Q9Y6M1	reviewed
NP_001101.1	O14672	reviewed
NP_001101.1	A0A024R5U5	unreviewed
NP_644809.1	Q8N138	reviewed
NP_644809.1	A0A024R1W6	unreviewed
NP_005004.1	P80303	reviewed
NP_056150.1	Q71F56	reviewed
NP_001007274.1	Q6B8I1	reviewed
NP_624311.1	Q8WUA2	reviewed
NP_001018146.1	P22392	reviewed
NP_060231.1	Q9NPJ4	reviewed
NP_004429.1	P54764	reviewed
NP_004429.1	A1MA61	unreviewed
NP_115516.1	Q9H0I2	reviewed
NP_055563.1	Q15036	reviewed
NP_065908.1	Q9P253	reviewed
NP_065908.1	A0A024R9R3	unreviewed
NP_001853.2	P10606	reviewed
NP_001853.2	A0A384NL93	unreviewed
NP_037500.2	Q9UJW9	reviewed
NP_037500.2	A0A024R0N2	unreviewed
NP_005400.1	O14625	reviewed
NP_061836.2	Q9NSI6	reviewed
NP_005886.2	Q08378	reviewed
NP_003204.2	Q15561	reviewed
NP_006212.1	Q13526	reviewed
NP_003334.2	P60604	reviewed
NP_003803.1	O75077	reviewed
NP_003803.1	A0A024R3W8	unreviewed
NP_065433.2	Q08462	reviewed
NP_065433.2	Q71UM8	unreviewed
NP_079111.1	Q9H3C7	reviewed
NP_112533.1	P22626	reviewed
NP_003609.2	Q8IVH8	reviewed
NP_003609.2	A8K602	unreviewed
NP_003609.2	B3KMM5	unreviewed
NP_057483.1	O43715	reviewed
NP_110426.4	Q969M3	reviewed
NP_997646.1	Q03989	reviewed
NP_004581.1	O15467	reviewed
NP_000377.1	Q13867	reviewed
NP_002504.2	Q13232	reviewed
NP_006250.1	Q13237	reviewed
NP_006250.1	A0A140VJM3	unreviewed
NP_000025.1	P04075	reviewed
NP_000025.1	V9HWN7	unreviewed
NP_036330.1	P28676	reviewed
NP_000207.2	P23352	reviewed
NP_004060.2	P53680	reviewed
NP_057159.2	Q86VN1	reviewed
NP_002409.1	P12872	reviewed
NP_004041.1	Q92843	reviewed
NP_056250.3	Q9NV58	reviewed
NP_056004.1	Q9Y2D4	reviewed
NP_075064.1	Q86WP2	reviewed
NP_055198.1	Q9Y2Y4	reviewed
NP_006456.1	Q8IVW6	reviewed
NP_006564.1	Q9Y275	reviewed
NP_006564.1	A0A0U5J7Q1	unreviewed
NP_054706.1	P18206	reviewed
NP_054706.1	B3KXA2	unreviewed
NP_054706.1	V9HWK2	unreviewed
NP_000087.1	P00450	reviewed
NP_000087.1	A5PL27	unreviewed
NP_005952.2	Q6W4X9	reviewed
NP_003003.3	Q8N474	reviewed
NP_002139.2	P28358	reviewed
NP_115492.1	Q9BW62	reviewed
NP_115492.1	A0A024RDP8	unreviewed
NP_064522.3	Q4V328	reviewed
NP_005304.3	P30101	reviewed
NP_005304.3	V9HVY3	unreviewed
NP_071440.1	Q9HB90	reviewed
NP_003072.2	P60880	reviewed
NP_001033.1	P14672	reviewed
NP_001087.2	P53396	reviewed
NP_001087.2	A0A024R1T9	unreviewed
NP_054885.1	Q9NPJ6	reviewed
NP_054885.1	A0A024RDY7	unreviewed
NP_056307.2	Q6ZRI6	reviewed
NP_056193.2	Q5THJ4	reviewed
NP_115726.1	Q9BRJ6	reviewed
NP_003237.2	P07996	reviewed
NP_005844.4	P78411	reviewed
NP_569055.1	Q8WXE1	reviewed
NP_569055.1	A0A024R2U4	unreviewed
NP_055883.2	Q86TG7	reviewed
NP_665802.1	Q9Y4K3	reviewed
NP_037378.1	Q9UBD9	reviewed
NP_036292.2	Q9UKA2	reviewed
NP_003790.1	O43148	reviewed
NP_071921.1	Q9H8T0	reviewed
NP_071921.1	A0A024R6T5	unreviewed
NP_056183.2	Q96RD7	reviewed
NP_056183.2	A0A024R397	unreviewed
NP_003328.1	P63146	reviewed
NP_006064.2	Q13061	reviewed
NP_036418.1	Q15014	reviewed
NP_002398.1	O75556	reviewed
NP_005254.2	Q99684	reviewed
NP_001540.2	O14879	reviewed
NP_001540.2	Q5T765	unreviewed
NP_659431.5	Q86SG2	reviewed
NP_001092082.1	Q08ET2	reviewed
NP_002249.1	Q12918	reviewed
NP_071345.2	Q96KN3	reviewed
NP_689688.2	Q8TAU3	reviewed
NP_064585.1	Q9NRG1	reviewed
NP_789839.1	P61289	reviewed
NP_065120.2	P57735	reviewed
NP_079164.1	Q6T4P5	reviewed
NP_036595.2	Q9Y487	reviewed
NP_003546.1	P47890	reviewed
NP_003546.1	A0A126GW57	unreviewed
NP_002425.2	P29372	reviewed
NP_002425.2	Q1W6H1	unreviewed
NP_683699.1	Q9Y5U5	reviewed
NP_004481.2	Q14449	reviewed
NP_055745.1	Q9Y2H8	reviewed
NP_003922.1	Q92558	reviewed
NP_000691.1	P04083	reviewed
NP_000691.1	Q5TZZ9	unreviewed
NP_115568.2	Q9UD71	reviewed
NP_115568.2	B3KVQ9	unreviewed
NP_060898.2	Q9NYH9	reviewed
NP_001907.2	P08574	reviewed
NP_002543.2	O43929	reviewed
NP_002543.2	A8K7H4	unreviewed
NP_001019.1	P62851	reviewed
NP_057093.1	Q9Y371	reviewed
NP_057093.1	A0A140VJU5	unreviewed
NP_783860.1	Q86SS6	reviewed
NP_055981.1	Q15049	reviewed
NP_055981.1	A0A024R4V4	unreviewed
NP_005274.1	P46094	reviewed
NP_005274.1	Q502V0	unreviewed
NP_005274.1	Q689E2	unreviewed
NP_005435.1	Q92600	reviewed
NP_005435.1	D5MQE1	unreviewed
NP_878248.2	Q7Z4P5	reviewed
NP_878248.2	Q75RY1	unreviewed
NP_002027.2	Q16570	reviewed
NP_002027.2	Q5Y7A2	unreviewed
NP_003924.2	O94812	reviewed
NP_005245.2	Q06547	reviewed
NP_057479.2	Q9P035	reviewed
NP_003600.2	Q9BW71	reviewed
NP_002848.1	P40855	reviewed
NP_002848.1	A0A0S2Z497	unreviewed
NP_000525.1	P54277	reviewed
NP_004124.4	Q14541	reviewed
NP_004124.4	F1D8Q4	unreviewed
NP_002259.1	O00629	reviewed
NP_002950.3	Q99523	reviewed
NP_078899.1	Q6N063	reviewed
NP_036420.1	Q15035	reviewed
NP_036420.1	A0A024RD84	unreviewed
NP_004738.3	Q8TDM6	reviewed
NP_057097.2	Q9Y375	reviewed
NP_057097.2	A0A024R9L0	unreviewed
NP_060496.2	Q6VY07	reviewed
NP_060496.2	A0A024R5H6	unreviewed
NP_057395.1	Q9UII2	reviewed
NP_775876.1	Q8N5I3	reviewed
NP_001003800.1	Q8TD16	reviewed
NP_001003800.1	Q96FU2	unreviewed
NP_005672.1	Q15573	reviewed
NP_005672.1	B4DS21	unreviewed
NP_004574.2	P51148	reviewed
NP_004574.2	A0A024R1U4	unreviewed
NP_114124.1	Q9BXK1	reviewed
NP_005205.2	P16410	reviewed
NP_005172.1	P07451	reviewed
NP_005172.1	V9HWA3	unreviewed
NP_001004019.1	P98095	reviewed
NP_001004019.1	Q86V58	unreviewed
NP_001004019.1	Q9Y3V7	unreviewed
NP_078799.2	Q96CN9	reviewed
NP_078799.2	A4D0Z4	unreviewed
NP_055312.2	Q14966	reviewed
NP_006272.2	Q13188	reviewed
NP_006272.2	A0A384MR07	unreviewed
NP_001734.1	P0DP23	reviewed
NP_001734.1	P0DP24	reviewed
NP_001734.1	P0DP25	reviewed
